time,pressure_bar
1.048592,12.0836864
1.058673,12.08368498
1.068753,12.08368355
1.078833,12.08368213
1.088914,12.0836807
1.098994,12.08367928
1.109073,12.08367785
1.119174,12.08367643
1.129254,12.08367501
1.139331,12.08367358
1.149408,12.08367216
1.159489,12.08367073
1.169568,12.08366931
1.179648,12.08366789
1.189728,12.08366646
1.199807,12.08366504
1.209888,12.08366361
1.219992,12.08366219
1.230072,12.08366077
1.240152,12.08365934
1.250231,12.08365792
1.260311,12.08365649
1.27039,12.08365507
1.28047,12.08365365
1.29055,12.08365222
1.30063,12.0836508
1.31071,12.08364937
1.32081,12.08364795
1.33089,12.08364652
1.340973,12.0836451
1.351053,12.08364368
1.361133,12.08364225
1.371214,12.08364083
1.381294,12.0836394
1.391374,12.08363798
1.401456,12.08363656
1.411536,12.08363513
1.421625,12.08363371
1.431704,12.08363228
1.441784,12.08363086
1.451864,12.08362944
1.461941,12.08362801
1.472021,12.08362659
1.482101,12.08362516
1.492181,12.08362374
1.50226,12.08362232
1.51234,12.08362089
1.522428,12.08361947
1.532508,12.08361804
1.542588,12.08361662
1.552667,12.0836152
1.562746,12.08361377
1.572827,12.08361235
1.582906,12.08361092
1.592985,12.0836095
1.603066,12.08360807
1.613146,12.08360665
1.623247,12.08360523
1.633328,12.0836038
1.643407,12.08360238
1.653484,12.08360095
1.663565,12.08359953
1.673644,12.08359811
1.683723,12.08359668
1.693802,12.08359526
1.703891,12.08359383
1.713971,12.08359241
1.724081,12.08359099
1.734161,12.08358956
1.74424,12.08358814
1.75432,12.08358671
1.7644,12.08358529
1.774479,12.08358387
1.784559,12.08358244
1.794641,12.08358102
1.804721,12.08357959
1.814801,12.08357817
1.82488,12.08357674
1.834958,12.08357532
1.845035,12.0835739
1.855142,12.08357247
1.86522,12.08357105
1.875314,12.08356962
1.885391,12.0835682
1.895466,12.08356678
1.905544,12.08356535
1.915624,12.08356393
1.92577,12.0835625
1.935847,12.08356108
1.945924,12.08355966
1.955999,12.08355823
1.966076,12.08355681
1.976152,12.08355538
1.98623,12.08355396
1.996307,12.08355254
2.006384,12.08355111
2.016459,12.08354969
2.026579,12.08354826
2.036659,12.08354684
2.04675,12.08354541
2.05683,12.08354399
2.06691,12.08354257
2.07699,12.08354114
2.087069,12.08353972
2.097149,12.08353829
2.107229,12.08353687
2.11731,12.08353545
2.127407,12.08353402
2.137487,12.0835326
2.147568,12.08353117
2.157649,12.08352975
2.16773,12.08352833
2.17781,12.0835269
2.18789,12.08352548
2.197992,12.08352405
2.208072,12.08352263
2.218151,12.08352121
2.228251,12.08351978
2.238331,12.08351836
2.24841,12.08351693
2.258489,12.08351551
2.268569,12.08351408
2.278648,12.08351266
2.288727,12.08351124
2.298806,12.08350981
2.308884,12.08350839
2.318963,12.08350696
2.329064,12.08350554
2.339153,12.08350412
2.349234,12.08350269
2.359314,12.08350127
2.369395,12.08349984
2.379475,12.08349842
2.389554,12.083497
2.399634,12.08349557
2.409714,12.08349415
2.419792,12.08349272
2.429881,12.0834913
2.43996,12.08348988
2.45004,12.08348845
2.46012,12.08348703
2.4702,12.0834856
2.480279,12.08348418
2.490359,12.08348276
2.500439,12.08348133
2.510518,12.08347991
2.520597,12.08347848
2.530698,12.08347706
2.540778,12.08347563
2.550857,12.08347421
2.560937,12.08347279
2.571017,12.08347136
2.581102,12.08346994
2.591183,12.08346851
2.601263,12.08346709
2.611343,12.08346567
2.621422,12.08346424
2.631529,12.08346282
2.641609,12.08346139
2.651689,12.08345997
2.66177,12.08345855
2.67185,12.08345712
2.681931,12.0834557
2.69201,12.08345427
2.70209,12.08345285
2.712171,12.08345143
2.722253,12.08345
2.732365,12.08344858
2.742445,12.08344715
2.752526,12.08344573
2.762612,12.0834443
2.772693,12.08344288
2.782773,12.08344146
2.792853,12.08344003
2.802933,12.08343861
2.813013,12.08343718
2.823094,12.08343576
2.833195,12.08343434
2.843276,12.08343291
2.853355,12.08343149
2.863446,12.08343006
2.87356,12.08342864
2.883651,12.08342722
2.893727,12.08342579
2.90381,12.08342437
2.913891,12.08342294
2.923976,12.08342152
2.934089,12.0834201
2.944169,12.08341867
2.954249,12.08341725
2.96433,12.08341582
2.974409,12.0834144
2.984489,12.08341297
2.994567,12.08341155
3.004648,12.08341013
3.014739,12.0834087
3.024821,12.08340728
3.034914,12.08340585
3.044994,12.08340443
3.055076,12.08340301
3.065156,12.08340158
3.075236,12.08340016
3.085317,12.08339873
3.095397,12.08339731
3.105476,12.08339589
3.115556,12.08339446
3.125635,12.08339304
3.135738,12.08339161
3.145817,12.08339019
3.155898,12.08338877
3.165979,12.08338734
3.176058,12.08338592
3.186134,12.08338449
3.196214,12.08338307
3.206294,12.08338164
3.216375,12.08338022
3.226454,12.0833788
3.236567,12.08337737
3.246648,12.08337595
3.256729,12.08337452
3.266808,12.0833731
3.276887,12.08337168
3.286968,12.08337025
3.297048,12.08336883
3.307128,12.0833674
3.317211,12.08336598
3.327291,12.08336456
3.337378,12.08336313
3.347459,12.08336171
3.35754,12.08336028
3.367621,12.08335886
3.3777,12.08335744
3.38778,12.08335601
3.39786,12.08335459
3.40794,12.08335316
3.418021,12.08335174
3.4281,12.08335032
3.438204,12.08334889
3.448285,12.08334747
3.458365,12.08334604
3.468445,12.08334462
3.47853,12.08334319
3.488611,12.08334177
3.498691,12.08334035
3.508771,12.08333892
3.51885,12.0833375
3.528931,12.08333607
3.539021,12.08333465
3.5491,12.08333323
3.55918,12.0833318
3.56926,12.08333038
3.57934,12.08332895
3.589419,12.08332753
3.599499,12.08332611
3.609579,12.08332468
3.619659,12.08332326
3.62974,12.08332183
3.639841,12.08332041
3.649921,12.08331899
3.660002,12.08331756
3.670081,12.08331614
3.680161,12.08331471
3.690241,12.08331329
3.700317,12.08331186
3.710399,12.08331044
3.720481,12.08330902
3.730571,12.08330759
3.74068,12.08330617
3.750761,12.08330474
3.760843,12.08330332
3.770923,12.0833019
3.781003,12.08330047
3.791084,12.08329905
3.801164,12.08329762
3.811245,12.0832962
3.821325,12.08329478
3.831404,12.08329335
3.841492,12.08329193
3.851573,12.0832905
3.861653,12.08328908
3.871769,12.08328766
3.881862,12.08328623
3.89194,12.08328481
3.901993,12.08328338
3.912075,12.08328196
3.922154,12.08328053
3.932234,12.08327911
3.942342,12.08327769
3.952422,12.08327626
3.962502,12.08327484
3.972582,12.08327341
3.98266,12.08327199
3.992742,12.08327057
4.002821,12.08326914
4.012901,12.08326772
4.022983,12.08326629
4.033063,12.08326487
4.043152,12.08326345
4.053233,12.08326202
4.063314,12.0832606
4.073394,12.08325917
4.083474,12.08325775
4.093554,12.08325633
4.103634,12.0832549
4.113716,12.08325348
4.123795,12.08325205
4.133876,12.08325063
4.143975,12.0832492
4.154057,12.08324778
4.164137,12.08324636
4.174216,12.08324493
4.184296,12.08324351
4.194376,12.08324208
4.204455,12.08324066
4.214536,12.08323924
4.224616,12.08323781
4.234697,12.08323639
4.244799,12.08323496
4.254879,12.08323354
4.264959,12.08323212
4.275035,12.08323069
4.285115,12.08322927
4.295194,12.08322784
4.305274,12.08322642
4.315354,12.083225
4.325431,12.08322357
4.33551,12.08322215
4.345602,12.08322072
4.355681,12.0832193
4.365762,12.08321788
4.375842,12.08321645
4.385922,12.08321503
4.396002,12.0832136
4.406082,12.08321218
4.416162,12.08321075
4.426242,12.08320933
4.436321,12.08320791
4.446422,12.08320648
4.456503,12.08320506
4.46658,12.08320363
4.476661,12.08320221
4.486741,12.08320079
4.49682,12.08319936
4.5069,12.08319794
4.516979,12.08319651
4.527059,12.08319509
4.537139,12.08319367
4.547229,12.08319224
4.557309,12.08319082
4.567396,12.08318939
4.57748,12.08318797
4.58756,12.08318655
4.597641,12.08318512
4.607721,12.0831837
4.617801,12.08318227
4.627886,12.08318085
4.637996,12.08317942
4.648109,12.083178
4.65819,12.08317658
4.66827,12.08317515
4.67835,12.08317373
4.688431,12.0831723
4.698511,12.08317088
4.708598,12.08316946
4.718679,12.08316803
4.728767,12.08316661
4.738848,12.08316518
4.748956,12.08316376
4.759038,12.08316234
4.769118,12.08316091
4.779198,12.08315949
4.789278,12.08315806
4.799358,12.08315664
4.809438,12.08315522
4.819518,12.08315379
4.829598,12.08315237
4.839678,12.08315094
4.849767,12.08314952
4.859847,12.08314809
4.869948,12.08314667
4.88004,12.08314525
4.890125,12.08314382
4.900239,12.0831424
4.91032,12.08314097
4.920398,12.08313955
4.930487,12.08313813
4.940561,12.0831367
4.950638,12.08313528
4.960713,12.08313385
4.97079,12.08313243
4.980866,12.08313101
4.990943,12.08312958
5.001019,12.08312816
5.011095,12.08312673
5.021172,12.08312531
5.031248,12.08312389
5.041324,12.08312246
5.051446,12.08312104
5.061527,12.08311961
5.071607,12.08311819
5.081687,12.08311676
5.091766,12.08311534
5.101847,12.08311392
5.111927,12.08311249
5.122007,12.08311107
5.132088,12.08310964
5.142167,12.08310822
5.152246,12.0831068
5.162327,12.08310537
5.172407,12.08310395
5.182487,12.08310252
5.192568,12.0831011
5.202647,12.08309968
5.212726,12.08309825
5.222805,12.08309683
5.232883,12.0830954
5.242963,12.08309398
5.253054,12.08309256
5.263133,12.08309113
5.273213,12.08308971
5.283293,12.08308828
5.293372,12.08308686
5.303453,12.08308543
5.313532,12.08308401
5.323612,12.08308259
5.333692,12.08308116
5.343775,12.08307974
5.353865,12.08307831
5.363946,12.08307689
5.374027,12.08307547
5.384106,12.08307404
5.394186,12.08307262
5.404265,12.08307119
5.414346,12.08306977
5.424426,12.08306835
5.434505,12.08306692
5.444586,12.0830655
5.454688,12.08306407
5.464767,12.08306265
5.474847,12.08306123
5.484927,12.0830598
5.495007,12.08305838
5.505087,12.08305695
5.515166,12.08305553
5.525245,12.08305411
5.535324,12.08305268
5.545403,12.08305126
5.555491,12.08304983
5.56557,12.08304841
5.575649,12.08304698
5.58573,12.08304556
5.595808,12.08304414
5.605888,12.08304271
5.615968,12.08304129
5.626048,12.08303986
5.636128,12.08303844
5.646207,12.08303702
5.65631,12.08303559
5.66639,12.08303417
5.67647,12.08303274
5.686549,12.08303132
5.696628,12.0830299
5.70672,12.08302847
5.716802,12.08302705
5.726887,12.08302562
5.736968,12.0830242
5.747048,12.08302278
5.757138,12.08302135
5.767219,12.08301993
5.777299,12.0830185
5.787379,12.08301708
5.797459,12.08301565
5.807538,12.08301423
5.817618,12.08301281
5.827698,12.08301138
5.837782,12.08300996
5.847864,12.08300853
5.858036,12.08300711
5.868147,12.08300569
5.878255,12.08300426
5.88834,12.08300284
5.898419,12.08300141
5.908497,12.08299999
5.918579,12.08299857
5.92866,12.08299714
5.938741,12.08299572
5.948822,12.08299429
5.958934,12.08299287
5.969016,12.08299145
5.979094,12.08299002
5.989175,12.0829886
5.999256,12.08298717
6.009337,12.08298575
6.019418,12.08298432
6.029499,12.0829829
6.039579,12.08298148
6.049662,12.08298005
6.059773,12.08297863
6.069851,12.0829772
6.079931,12.08297578
6.090011,12.08297436
6.100092,12.08297293
6.110172,12.08297151
6.120252,12.08297008
6.130332,12.08296866
6.140412,12.08296724
6.150492,12.08296581
6.160586,12.08296439
6.170668,12.08296296
6.180748,12.08296154
6.190829,12.08296012
6.20091,12.08295869
6.210992,12.08295727
6.221072,12.08295584
6.231154,12.08295442
6.241236,12.08295299
6.251318,12.08295157
6.261428,12.08295015
6.27151,12.08294872
6.28159,12.0829473
6.291671,12.08294587
6.301752,12.08294445
6.311834,12.08294303
6.321915,12.0829416
6.331996,12.08294018
6.342077,12.08293875
6.352158,12.08293733
6.362264,12.08293591
6.372345,12.08293448
6.382426,12.08293306
6.392507,12.08293163
6.402587,12.08293021
6.412668,12.08292879
6.422748,12.08292736
6.43283,12.08292594
6.442911,12.08292451
6.452991,12.08292309
6.463081,12.08292167
6.473161,12.08292024
6.483242,12.08291882
6.493324,12.08291739
6.503405,12.08291597
6.513486,12.08291454
6.523567,12.08291312
6.533648,12.0829117
6.54373,12.08291027
6.55381,12.08290885
6.563913,12.08290742
6.573993,12.082906
6.584075,12.08290458
6.594155,12.08290315
6.604236,12.08290173
6.614318,12.0829003
6.624398,12.08289888
6.634479,12.08289746
6.64456,12.08289603
6.654652,12.08289461
6.66476,12.08289318
6.674842,12.08289176
6.684922,12.08289034
6.695004,12.08288891
6.705083,12.08288749
6.715163,12.08288606
6.725245,12.08288464
6.735326,12.08288321
6.745407,12.08288179
6.755487,12.08288037
6.765596,12.08287894
6.775677,12.08287752
6.785758,12.08287609
6.795841,12.08287467
6.805922,12.08287325
6.816003,12.08287182
6.826085,12.0828704
6.836164,12.08286897
6.846245,12.08286755
6.856325,12.08286613
6.866434,12.0828647
6.876524,12.08286328
6.886608,12.08286185
6.896688,12.08286043
6.90677,12.08285901
6.916853,12.08285758
6.926935,12.08285616
6.937018,12.08285473
6.947099,12.08285331
6.957179,12.08285188
6.967272,12.08285046
6.977353,12.08284904
6.987435,12.08284761
6.997517,12.08284619
7.007598,12.08284476
7.017678,12.08284334
7.027758,12.08284192
7.037839,12.08284049
7.04792,12.08283907
7.058,12.08283764
7.068105,12.08283622
7.078186,12.0828348
7.088267,12.08283337
7.098348,12.08283195
7.108435,12.08283052
7.11852,12.0828291
7.128601,12.08282768
7.138682,12.08282625
7.148763,12.08282483
7.15885,12.0828234
7.168971,12.08282198
7.179053,12.08282055
7.189135,12.08281913
7.199216,12.08281771
7.209297,12.08281628
7.219378,12.08281486
7.229458,12.08281343
7.239539,12.08281201
7.24962,12.08281059
7.259701,12.08280916
7.269808,12.08280774
7.27989,12.08280631
7.289986,12.08280489
7.300068,12.08280347
7.310148,12.08280204
7.32023,12.08280062
7.330311,12.08279919
7.340392,12.08279777
7.350473,12.08279635
7.360554,12.08279492
7.370644,12.0827935
7.380726,12.08279207
7.390807,12.08279065
7.400888,12.08278923
7.41097,12.0827878
7.421051,12.08278638
7.431132,12.08278495
7.441212,12.08278353
7.451293,12.0827821
7.461374,12.08278068
7.471478,12.08277926
7.481559,12.08277783
7.491641,12.08277641
7.501721,12.08277498
7.511802,12.08277356
7.521883,12.08277214
7.531964,12.08277071
7.542045,12.08276929
7.552125,12.08276786
7.562205,12.08276644
7.57231,12.08276502
7.582391,12.08276359
7.592471,12.08276217
7.602551,12.08276074
7.612631,12.08275932
7.622712,12.0827579
7.632792,12.08275647
7.642872,12.08275505
7.652951,12.08275362
7.663035,12.0827522
7.673145,12.08275077
7.683225,12.08274935
7.693306,12.08274793
7.703388,12.0827465
7.713467,12.08274508
7.723548,12.08274365
7.733631,12.08274223
7.743713,12.08274081
7.753793,12.08273938
7.763873,12.08273796
7.774032,12.08273653
7.784115,12.08273511
7.794195,12.08273369
7.804278,12.08273226
7.814359,12.08273084
7.82444,12.08272941
7.834521,12.08272799
7.844602,12.08272657
7.854683,12.08272514
7.864763,12.08272372
7.874871,12.08272229
7.884952,12.08272087
7.895032,12.08271944
7.90511,12.08271802
7.915191,12.0827166
7.925272,12.08271517
7.935352,12.08271375
7.945432,12.08271232
7.955511,12.0827109
7.96563,12.08270948
7.97571,12.08270805
7.98579,12.08270663
7.995869,12.0827052
8.005951,12.08270378
8.016032,12.08270236
8.026113,12.08270093
8.036194,12.08269951
8.046275,12.08269808
8.056356,12.08269666
8.066437,12.08269524
8.076548,12.08269381
8.08663,12.08269239
8.096711,12.08269096
8.106792,12.08268954
8.116871,12.08268811
8.126952,12.08268669
8.137033,12.08268527
8.147113,12.08268384
8.157191,12.08268242
8.167272,12.08268099
8.177381,12.08267957
8.187462,12.08267815
8.197542,12.08267672
8.207624,12.0826753
8.217705,12.08267387
8.227786,12.08267245
8.237868,12.08267103
8.247948,12.0826696
8.258028,12.08266818
8.268109,12.08266675
8.2782,12.08266533
8.288282,12.08266391
8.298363,12.08266248
8.30844,12.08266106
8.318521,12.08265963
8.328602,12.08265821
8.338683,12.08265679
8.348764,12.08265536
8.358845,12.08265394
8.368926,12.08265251
8.379033,12.08265109
8.389116,12.08264966
8.399197,12.08264824
8.409278,12.08264682
8.419359,12.08264539
8.42944,12.08264397
8.439522,12.08264254
8.449603,12.08264112
8.459684,12.0826397
8.469764,12.08263827
8.479869,12.08263685
8.48995,12.08263542
8.500031,12.082634
8.510112,12.08263258
8.520194,12.08263115
8.530275,12.08262973
8.540356,12.0826283
8.550437,12.08262688
8.560517,12.08262546
8.570598,12.08262403
8.580701,12.08262261
8.590781,12.08262118
8.600861,12.08261976
8.610942,12.08261833
8.621023,12.08261691
8.631103,12.08261549
8.641183,12.08261406
8.651263,12.08261264
8.661345,12.08261121
8.671425,12.08261015
8.68153,12.08260872
8.691611,12.0826073
8.701691,12.08260587
8.711776,12.08260445
8.721857,12.08260303
8.731945,12.0826016
8.742026,12.08260053
8.752109,12.08259911
8.76219,12.08259804
8.772271,12.08259662
8.78238,12.08259555
8.792462,12.08259413
8.802544,12.0825927
8.812626,12.08259128
8.822708,12.08258985
8.832789,12.08258843
8.84287,12.082587
8.85295,12.08258558
8.863038,12.08258416
8.873146,12.08258309
8.883264,12.08258166
8.893344,12.0825806
8.903428,12.08257917
8.913509,12.0825781
8.923592,12.08257704
8.933671,12.08257597
8.943751,12.0825749
8.953828,12.08257383
8.963907,12.08257276
8.973988,12.0825717
8.984077,12.08257098
8.99416,12.08257027
9.004242,12.08256956
9.014324,12.08256885
9.024405,12.08256814
9.034487,12.08256742
9.044569,12.08256671
9.05465,12.082566
9.064731,12.08256529
9.074811,12.08256458
9.084917,12.08256386
9.094997,12.08256315
9.105078,12.08256244
9.115159,12.08256173
9.125244,12.08256102
9.135326,12.0825603
9.145408,12.08255959
9.15549,12.08255888
9.165571,12.08255817
9.175652,12.08255746
9.185762,12.08255674
9.195843,12.08255603
9.205923,12.08255532
9.216005,12.08255461
9.226086,12.08255389
9.236167,12.08255318
9.246247,12.08255247
9.256328,12.08255176
9.266409,12.08255105
9.276489,12.08255033
9.286592,12.08254962
9.296673,12.08254891
9.306754,12.0825482
9.316835,12.08254749
9.326915,12.08254677
9.336996,12.08254606
9.347078,12.08254535
9.357159,12.08254464
9.36724,12.08254393
9.37732,12.08254321
9.387427,12.0825425
9.397504,12.08254179
9.407585,12.08254108
9.417667,12.08254037
9.427747,12.08253965
9.437829,12.08253894
9.44791,12.08253823
9.457989,12.08253752
9.46807,12.08253681
9.47815,12.08253609
9.488238,12.08253538
9.498319,12.08253467
9.5084,12.08253396
9.51848,12.08253325
9.528562,12.08253253
9.538643,12.08253182
9.548723,12.08253111
9.558803,12.0825304
9.568884,12.08252969
9.578964,12.08252897
9.589065,12.08252826
9.599147,12.08252755
9.609228,12.08252684
9.619308,12.08252613
9.629388,12.08252541
9.639475,12.0825247
9.64956,12.08252399
9.659641,12.08252328
9.669721,12.08252256
9.679803,12.08252185
9.689919,12.08252114
9.699999,12.08252043
9.710086,12.08251972
9.720167,12.082519
9.730253,12.08251829
9.740336,12.08251758
9.750418,12.08251687
9.760499,12.08251616
9.770581,12.08251544
9.780662,12.08251473
9.790769,12.08251402
9.800851,12.08251331
9.810931,12.0825126
9.821012,12.08251188
9.831093,12.08251117
9.841175,12.08251046
9.851256,12.08250975
9.861336,12.08250904
9.871447,12.08250832
9.881537,12.08250761
9.89163,12.0825069
9.901709,12.08250619
9.911792,12.08250548
9.92187,12.08250476
9.931948,12.08250405
9.942029,12.08250334
9.952111,12.08250263
9.962191,12.08250192
9.972272,12.0825012
9.982351,12.08250049
9.99246,12.08249978
10.002541,12.08249907
10.012622,12.08249836
10.022704,12.08249764
10.032786,12.08249693
10.042867,12.08249658
10.052946,12.08249586
10.063027,12.08249551
10.07311,12.0824948
10.083191,12.08249444
10.093295,12.08249373
10.103377,12.08249337
10.113457,12.08249266
10.123538,12.0824923
10.133619,12.08249159
10.1437,12.08249088
10.15378,12.08249052
10.16386,12.08248981
10.173941,12.08248945
10.184023,12.08248874
10.194128,12.08248839
10.204209,12.08248767
10.21429,12.08248732
10.224371,12.08248661
10.234452,12.08248625
10.244533,12.08248554
10.254614,12.08248483
10.264694,12.08248411
10.274776,12.0824834
10.284857,12.08248269
10.294961,12.08248198
10.305042,12.08248127
10.315123,12.08248055
10.325204,12.08247984
10.335285,12.08247913
10.345363,12.08247842
10.35544,12.08247771
10.365521,12.08247699
10.375603,12.08247628
10.385684,12.08247557
10.39579,12.08247486
10.405871,12.08247415
10.415952,12.08247343
10.426033,12.08247272
10.436114,12.08247201
10.446195,12.0824713
10.456275,12.08247059
10.466356,12.08246987
10.476437,12.08246916
10.486517,12.08246845
10.496605,12.08246774
10.506687,12.08246703
10.516768,12.08246631
10.526849,12.0824656
10.536929,12.08246489
10.54701,12.08246418
10.557091,12.08246347
10.567172,12.08246275
10.577252,12.08246204
10.587333,12.08246133
10.597436,12.08246062
10.607517,12.08245991
10.617597,12.08245919
10.627678,12.08245848
10.637758,12.08245777
10.647838,12.08245706
10.657915,12.08245634
10.667996,12.08245563
10.678076,12.08245492
10.688157,12.08245421
10.69826,12.0824535
10.708344,12.08245278
10.718427,12.08245207
10.728511,12.08245136
10.738594,12.08245065
10.748676,12.08244994
10.758756,12.08244922
10.768838,12.08244851
10.778919,12.0824478
10.788999,12.08244709
10.799091,12.08244638
10.809174,12.08244566
10.819255,12.08244495
10.829336,12.08244424
10.839418,12.08244353
10.849499,12.08244282
10.85958,12.0824421
10.869687,12.08244139
10.879777,12.08244068
10.889856,12.08243997
10.899987,12.08243926
10.910072,12.08243854
10.920156,12.08243783
10.930237,12.08243712
10.940319,12.08243641
10.9504,12.0824357
10.960481,12.08243498
10.970562,12.08243427
10.980641,12.08243356
10.990723,12.08243285
11.000832,12.08243214
11.01091,12.08243142
11.020989,12.08243071
11.031113,12.08243
11.041192,12.08242929
11.051271,12.08242858
11.061353,12.08242786
11.071434,12.08242715
11.081514,12.08242644
11.091595,12.08242573
11.101703,12.08242501
11.111785,12.0824243
11.121866,12.08242359
11.131947,12.08242288
11.142027,12.08242217
11.152108,12.08242145
11.16219,12.08242074
11.17227,12.08242003
11.182351,12.08241932
11.192433,12.08241861
11.202536,12.08241789
11.212617,12.08241718
11.222698,12.08241647
11.232779,12.08241576
11.24286,12.08241505
11.25294,12.08241433
11.26302,12.08241362
11.273101,12.08241291
11.283181,12.0824122
11.29326,12.08241149
11.303349,12.08241077
11.31343,12.08241006
11.323512,12.08240935
11.333592,12.08240864
11.343673,12.08240793
11.353755,12.08240721
11.363836,12.0824065
11.373917,12.08240579
11.383999,12.08240508
11.394079,12.08240437
11.404182,12.08240365
11.414263,12.08240294
11.424344,12.08240223
11.434425,12.08240152
11.444503,12.08240081
11.454586,12.08240009
11.464667,12.08239938
11.474747,12.08239867
11.484827,12.08239796
11.494907,12.08239725
11.504995,12.08239653
11.515076,12.08239582
11.525157,12.08239511
11.535237,12.0823944
11.545318,12.08239369
11.555399,12.08239297
11.56548,12.08239226
11.57556,12.08239155
11.58564,12.08239084
11.59572,12.08239012
11.605823,12.08238941
11.615904,12.0823887
11.625984,12.08238799
11.636062,12.08238728
11.646143,12.08238656
11.656223,12.08238585
11.666304,12.08238514
11.676385,12.08238443
11.686466,12.08238372
11.696546,12.082383
11.70666,12.08238229
11.716743,12.08238158
11.726823,12.08238087
11.736905,12.08238016
11.746988,12.08237944
11.757068,12.08237873
11.767149,12.08237802
11.777228,12.08237731
11.787309,12.0823766
11.797392,12.08237588
11.807504,12.08237517
11.817585,12.08237446
11.827665,12.08237375
11.837746,12.08237304
11.847829,12.08237232
11.857909,12.08237161
11.868019,12.0823709
11.878123,12.08237019
11.888205,12.08236948
11.898284,12.08236876
11.908399,12.08236805
11.918481,12.08236734
11.928562,12.08236663
11.938643,12.08236592
11.948723,12.0823652
11.958803,12.08236449
11.968884,12.08236378
11.978961,12.08236307
11.989041,12.08236236
11.999122,12.08236164
12.009212,12.08236093
12.019292,12.08236022
12.029372,12.08235951
12.039453,12.08235879
12.04953,12.08235808
12.05961,12.08235737
12.06969,12.08235666
12.079783,12.08235595
12.089866,12.08235523
12.099955,12.08235452
12.110073,12.08235381
12.120153,12.0823531
12.130234,12.08235239
12.140315,12.08235167
12.150396,12.08235096
12.160484,12.08235025
12.170579,12.08234954
12.180662,12.08234883
12.190742,12.08234811
12.200823,12.0823474
12.210902,12.08234669
12.220984,12.08234598
12.231065,12.08234527
12.241146,12.08234455
12.251226,12.08234384
12.261308,12.08234313
12.271388,12.08234242
12.281468,12.08234171
12.291549,12.08234099
12.30163,12.08234028
12.311739,12.08233957
12.32182,12.08233886
12.331901,12.08233815
12.341982,12.08233743
12.352063,12.08233672
12.362144,12.08233601
12.372225,12.0823353
12.382306,12.08233459
12.392387,12.08233387
12.402464,12.08233316
12.41257,12.08233245
12.42265,12.08233174
12.432732,12.08233103
12.442814,12.08233031
12.452894,12.0823296
12.462975,12.08232889
12.473056,12.08232818
12.483136,12.08232747
12.493217,12.08232675
12.503297,12.08232604
12.513386,12.08232533
12.523467,12.08232462
12.533547,12.0823239
12.543627,12.08232319
12.553708,12.08232248
12.563788,12.08232177
12.573868,12.08232106
12.583949,12.08232034
12.594029,12.08231963
12.60411,12.08231892
12.614212,12.08231821
12.624292,12.0823175
12.634372,12.08231678
12.644452,12.08231607
12.654533,12.08231536
12.664621,12.08231465
12.674702,12.08231394
12.684783,12.08231322
12.694864,12.08231251
12.704945,12.0823118
12.715059,12.08231109
12.725139,12.08231038
12.735221,12.08230966
12.745301,12.08230895
12.755382,12.08230824
12.765463,12.08230753
12.775543,12.08230682
12.785624,12.0823061
12.795704,12.08230539
12.805785,12.08230468
12.815891,12.08230397
